date,facility_id,customer_id,sanction_limit_inr,drawing_power_inr,outstanding_inr,available_limit_inr,utilization_pct,over_limit_flag,days_over_85_pct_rolling_30,interest_serviced_flag,utilization_reason_tag,dp_shortfall_inr,source_system
2025-11-05,FAC-B-CC-001,CTB-RTL-002,300000,300000,276882.42,23117.58,92.3,N,30,,Revolving / stress,,
2025-11-06,FAC-B-CC-001,CTB-RTL-002,300000,300000,279730.92,20269.08,93.2,N,30,,Revolving / stress,,
2025-11-07,FAC-B-CC-001,CTB-RTL-002,300000,300000,276756.14,23243.86,92.3,N,30,,Revolving / stress,,
2025-11-08,FAC-B-CC-001,CTB-RTL-002,300000,300000,289705.07,10294.93,96.6,N,30,,Revolving / stress,,
2025-11-09,FAC-B-CC-001,CTB-RTL-002,300000,300000,284614.07,15385.93,94.9,N,30,,Revolving / stress,,
2025-11-10,FAC-B-CC-001,CTB-RTL-002,300000,300000,288274.78,11725.22,96.1,N,30,,Revolving / stress,,
2025-11-11,FAC-B-CC-001,CTB-RTL-002,300000,300000,292055.49,7944.51,97.4,N,30,,Revolving / stress,,
2025-11-12,FAC-B-CC-001,CTB-RTL-002,300000,300000,281537.97,18462.03,93.8,N,30,,Revolving / stress,,
2025-11-13,FAC-B-CC-001,CTB-RTL-002,300000,300000,293173.69,6826.31,97.7,N,30,,Revolving / stress,,
2025-11-14,FAC-B-CC-001,CTB-RTL-002,300000,300000,278687.58,21312.42,92.9,N,30,,Revolving / stress,,
2025-11-15,FAC-B-CC-001,CTB-RTL-002,300000,300000,280719.96,19280.04,93.6,N,30,,Revolving / stress,,
2025-11-16,FAC-B-CC-001,CTB-RTL-002,300000,300000,282565.36,17434.64,94.2,N,30,,Revolving / stress,,
2025-11-17,FAC-B-CC-001,CTB-RTL-002,300000,300000,283136.78,16863.22,94.4,N,30,,Revolving / stress,,
2025-11-18,FAC-B-CC-001,CTB-RTL-002,300000,300000,287602.65,12397.35,95.9,N,30,,Revolving / stress,,
2025-11-19,FAC-B-CC-001,CTB-RTL-002,300000,300000,291359.79,8640.21,97.1,N,30,,Revolving / stress,,
2025-11-20,FAC-B-CC-001,CTB-RTL-002,300000,300000,293434.25,6565.75,97.8,N,30,,Revolving / stress,,
2025-11-21,FAC-B-CC-001,CTB-RTL-002,300000,300000,286469.95,13530.05,95.5,N,30,,Revolving / stress,,
2025-11-22,FAC-B-CC-001,CTB-RTL-002,300000,300000,280138.11,19861.89,93.4,N,30,,Revolving / stress,,
2025-11-23,FAC-B-CC-001,CTB-RTL-002,300000,300000,290573.79,9426.21,96.9,N,30,,Revolving / stress,,
2025-11-24,FAC-B-CC-001,CTB-RTL-002,300000,300000,293697.23,6302.77,97.9,N,30,,Revolving / stress,,
2025-11-25,FAC-B-CC-001,CTB-RTL-002,300000,300000,284941.21,15058.79,95.0,N,30,,Revolving / stress,,
2025-11-26,FAC-B-CC-001,CTB-RTL-002,300000,300000,279262.18,20737.82,93.1,N,30,,Revolving / stress,,
2025-11-27,FAC-B-CC-001,CTB-RTL-002,300000,300000,293757.52,6242.48,97.9,N,30,,Revolving / stress,,
2025-11-28,FAC-B-CC-001,CTB-RTL-002,300000,300000,288720.41,11279.59,96.2,N,30,,Revolving / stress,,
2025-11-29,FAC-B-CC-001,CTB-RTL-002,300000,300000,280385.22,19614.78,93.5,N,30,,Revolving / stress,,
2025-11-30,FAC-B-CC-001,CTB-RTL-002,300000,300000,285344.48,14655.52,95.1,N,30,Y,Revolving / stress,,
2025-12-01,FAC-B-CC-001,CTB-RTL-002,300000,300000,286758.1,13241.9,95.6,N,30,,Revolving / stress,,
2025-12-02,FAC-B-CC-001,CTB-RTL-002,300000,300000,289363.1,10636.9,96.5,N,30,,Revolving / stress,,
2025-12-03,FAC-B-CC-001,CTB-RTL-002,300000,300000,295901.27,4098.73,98.6,N,30,,Revolving / stress,,
2025-12-04,FAC-B-CC-001,CTB-RTL-002,300000,300000,295959.58,4040.42,98.7,N,30,,Revolving / stress,,
2025-12-05,FAC-B-CC-001,CTB-RTL-002,300000,300000,294185.34,5814.66,98.1,N,30,,Revolving / stress,,
2025-12-06,FAC-B-CC-001,CTB-RTL-002,300000,300000,285317.8,14682.2,95.1,N,30,,Revolving / stress,,
2025-12-07,FAC-B-CC-001,CTB-RTL-002,300000,300000,288081.78,11918.22,96.0,N,30,,Revolving / stress,,
2025-12-08,FAC-B-CC-001,CTB-RTL-002,300000,300000,281285.99,18714.01,93.8,N,30,,Revolving / stress,,
2025-12-09,FAC-B-CC-001,CTB-RTL-002,300000,300000,292889.8,7110.2,97.6,N,30,,Revolving / stress,,
2025-12-10,FAC-B-CC-001,CTB-RTL-002,300000,300000,295745.55,4254.45,98.6,N,30,,Revolving / stress,,
2025-12-11,FAC-B-CC-001,CTB-RTL-002,300000,300000,289763.56,10236.44,96.6,N,30,,Revolving / stress,,
2025-12-12,FAC-B-CC-001,CTB-RTL-002,300000,300000,288912.42,11087.58,96.3,N,30,,Revolving / stress,,
2025-12-13,FAC-B-CC-001,CTB-RTL-002,300000,300000,280739.83,19260.17,93.6,N,30,,Revolving / stress,,
2025-12-14,FAC-B-CC-001,CTB-RTL-002,300000,300000,283713.78,16286.22,94.6,N,30,,Revolving / stress,,
2025-12-15,FAC-B-CC-001,CTB-RTL-002,300000,300000,290411.47,9588.53,96.8,N,30,,Revolving / stress,,
2025-12-16,FAC-B-CC-001,CTB-RTL-002,300000,300000,286568.46,13431.54,95.5,N,30,,Revolving / stress,,
2025-12-17,FAC-B-CC-001,CTB-RTL-002,300000,300000,284927.64,15072.36,95.0,N,30,,Revolving / stress,,
2025-12-18,FAC-B-CC-001,CTB-RTL-002,300000,300000,282386.87,17613.13,94.1,N,30,,Revolving / stress,,
2025-12-19,FAC-B-CC-001,CTB-RTL-002,300000,300000,294605.1,5394.9,98.2,N,30,,Revolving / stress,,
2025-12-20,FAC-B-CC-001,CTB-RTL-002,300000,300000,295970.8,4029.2,98.7,N,30,,Revolving / stress,,
2025-12-21,FAC-B-CC-001,CTB-RTL-002,300000,300000,286237.26,13762.74,95.4,N,30,,Revolving / stress,,
2025-12-22,FAC-B-CC-001,CTB-RTL-002,300000,300000,296602.96,3397.04,98.9,N,30,,Revolving / stress,,
2025-12-23,FAC-B-CC-001,CTB-RTL-002,300000,300000,279667.54,20332.46,93.2,N,30,,Revolving / stress,,
2025-12-24,FAC-B-CC-001,CTB-RTL-002,300000,300000,291945.49,8054.51,97.3,N,30,,Revolving / stress,,
2025-12-25,FAC-B-CC-001,CTB-RTL-002,300000,300000,287902.39,12097.61,96.0,N,30,,Revolving / stress,,
2025-12-26,FAC-B-CC-001,CTB-RTL-002,300000,300000,283577.98,16422.02,94.5,N,30,,Revolving / stress,,
2025-12-27,FAC-B-CC-001,CTB-RTL-002,300000,300000,284955.14,15044.86,95.0,N,30,,Revolving / stress,,
2025-12-28,FAC-B-CC-001,CTB-RTL-002,300000,300000,288798.38,11201.62,96.3,N,30,,Revolving / stress,,
2025-12-29,FAC-B-CC-001,CTB-RTL-002,300000,300000,286468.76,13531.24,95.5,N,30,,Revolving / stress,,
2025-12-30,FAC-B-CC-001,CTB-RTL-002,300000,300000,293427.84,6572.16,97.8,N,30,,Revolving / stress,,
2025-12-31,FAC-B-CC-001,CTB-RTL-002,300000,300000,288689.22,11310.78,96.2,N,30,Y,Revolving / stress,,
2026-01-01,FAC-B-CC-001,CTB-RTL-002,300000,300000,286163.96,13836.04,95.4,N,30,,Revolving / stress,,
2026-01-02,FAC-B-CC-001,CTB-RTL-002,300000,300000,303701.71,-3701.71,101.2,Y,30,,Revolving / stress,,
2026-01-03,FAC-B-CC-001,CTB-RTL-002,300000,300000,289568.6,10431.4,96.5,N,30,,Revolving / stress,,
2026-01-04,FAC-B-CC-001,CTB-RTL-002,300000,300000,298763.02,1236.98,99.6,N,30,,Revolving / stress,,
2026-01-05,FAC-B-CC-001,CTB-RTL-002,300000,300000,293402.94,6597.06,97.8,N,30,,Revolving / stress,,
2026-01-06,FAC-B-CC-001,CTB-RTL-002,300000,300000,290440.41,9559.59,96.8,N,30,,Revolving / stress,,
2026-01-07,FAC-B-CC-001,CTB-RTL-002,300000,300000,285105.98,14894.02,95.0,N,30,,Revolving / stress,,
2026-01-08,FAC-B-CC-001,CTB-RTL-002,300000,300000,284132.21,15867.79,94.7,N,30,,Revolving / stress,,
2026-01-09,FAC-B-CC-001,CTB-RTL-002,300000,300000,294878.91,5121.09,98.3,N,30,,Revolving / stress,,
2026-01-10,FAC-B-CC-001,CTB-RTL-002,300000,300000,291128.41,8871.59,97.0,N,30,,Revolving / stress,,
2026-01-11,FAC-B-CC-001,CTB-RTL-002,300000,300000,289488.94,10511.06,96.5,N,30,,Revolving / stress,,
2026-01-12,FAC-B-CC-001,CTB-RTL-002,300000,300000,284036.59,15963.41,94.7,N,30,,Revolving / stress,,
2026-01-13,FAC-B-CC-001,CTB-RTL-002,300000,300000,313662.83,-13662.83,104.6,Y,30,,Revolving / stress,,
2026-01-14,FAC-B-CC-001,CTB-RTL-002,300000,300000,283120.15,16879.85,94.4,N,30,,Revolving / stress,,
2026-01-15,FAC-B-CC-001,CTB-RTL-002,300000,300000,292760.09,7239.91,97.6,N,30,,Revolving / stress,,
2026-01-16,FAC-B-CC-001,CTB-RTL-002,300000,300000,311525.38,-11525.38,103.8,Y,30,,Revolving / stress,,
2026-01-17,FAC-B-CC-001,CTB-RTL-002,300000,300000,282716.62,17283.38,94.2,N,30,,Revolving / stress,,
2026-01-18,FAC-B-CC-001,CTB-RTL-002,300000,300000,308702.59,-8702.59,102.9,Y,30,,Revolving / stress,,
2026-01-19,FAC-B-CC-001,CTB-RTL-002,300000,300000,296025.01,3974.99,98.7,N,30,,Revolving / stress,,
2026-01-20,FAC-B-CC-001,CTB-RTL-002,300000,300000,303383.64,-3383.64,101.1,Y,30,,Revolving / stress,,
2026-01-21,FAC-B-CC-001,CTB-RTL-002,300000,300000,301679.34,-1679.34,100.6,Y,30,,Revolving / stress,,
2026-01-22,FAC-B-CC-001,CTB-RTL-002,300000,300000,298115.87,1884.13,99.4,N,30,,Revolving / stress,,
2026-01-23,FAC-B-CC-001,CTB-RTL-002,300000,300000,289013.5,10986.5,96.3,N,30,,Revolving / stress,,
2026-01-24,FAC-B-CC-001,CTB-RTL-002,300000,300000,299648.89,351.11,99.9,N,30,,Revolving / stress,,
2026-01-25,FAC-B-CC-001,CTB-RTL-002,300000,300000,309305.76,-9305.76,103.1,Y,30,,Revolving / stress,,
2026-01-26,FAC-B-CC-001,CTB-RTL-002,300000,300000,289530.92,10469.08,96.5,N,30,,Revolving / stress,,
2026-01-27,FAC-B-CC-001,CTB-RTL-002,300000,300000,313122.25,-13122.25,104.4,Y,30,,Revolving / stress,,
2026-01-28,FAC-B-CC-001,CTB-RTL-002,300000,300000,311382.66,-11382.66,103.8,Y,30,,Revolving / stress,,
2026-01-29,FAC-B-CC-001,CTB-RTL-002,300000,300000,301731.09,-1731.09,100.6,Y,30,,Revolving / stress,,
2026-01-30,FAC-B-CC-001,CTB-RTL-002,300000,300000,283422.35,16577.65,94.5,N,30,,Revolving / stress,,
2026-01-31,FAC-B-CC-001,CTB-RTL-002,300000,300000,303771.1,-3771.1,101.3,Y,30,Y,Revolving / stress,,
2026-02-01,FAC-B-CC-001,CTB-RTL-002,300000,300000,291040.48,8959.52,97.0,N,30,,Revolving / stress,,
2026-02-02,FAC-B-CC-001,CTB-RTL-002,300000,300000,291857.81,8142.19,97.3,N,30,,Revolving / stress,,
2026-02-03,FAC-B-CC-001,CTB-RTL-002,300000,300000,294114.26,5885.74,98.0,N,30,,Revolving / stress,,
2026-02-04,FAC-B-CC-001,CTB-RTL-002,300000,300000,285421.88,14578.12,95.1,N,30,,Revolving / stress,,
2026-02-05,FAC-B-CC-001,CTB-RTL-002,300000,300000,291588.42,8411.58,97.2,N,30,,Revolving / stress,,
2026-02-06,FAC-B-CC-001,CTB-RTL-002,300000,300000,301818.83,-1818.83,100.6,Y,30,,Revolving / stress,,
2026-02-07,FAC-B-CC-001,CTB-RTL-002,300000,300000,295575.93,4424.07,98.5,N,30,,Revolving / stress,,
2026-02-08,FAC-B-CC-001,CTB-RTL-002,300000,300000,290997.25,9002.75,97.0,N,30,,Revolving / stress,,
2026-02-09,FAC-B-CC-001,CTB-RTL-002,300000,300000,295826.95,4173.05,98.6,N,30,,Revolving / stress,,
2026-02-10,FAC-B-CC-001,CTB-RTL-002,300000,300000,292351.8,7648.2,97.5,N,30,,Revolving / stress,,
2026-02-11,FAC-B-CC-001,CTB-RTL-002,300000,300000,289324.08,10675.92,96.4,N,30,,Revolving / stress,,
2026-02-12,FAC-B-CC-001,CTB-RTL-002,300000,300000,292495.08,7504.92,97.5,N,30,,Revolving / stress,,
2026-02-13,FAC-B-CC-001,CTB-RTL-002,300000,300000,297017.38,2982.62,99.0,N,30,,Revolving / stress,,
2026-02-14,FAC-B-CC-001,CTB-RTL-002,300000,300000,292725.47,7274.53,97.6,N,30,,Revolving / stress,,
2026-02-15,FAC-B-CC-001,CTB-RTL-002,300000,300000,301892.29,-1892.29,100.6,Y,30,,Revolving / stress,,
2026-02-16,FAC-B-CC-001,CTB-RTL-002,300000,300000,287227.06,12772.94,95.7,N,30,,Revolving / stress,,
2026-02-17,FAC-B-CC-001,CTB-RTL-002,300000,300000,293675.48,6324.52,97.9,N,30,,Revolving / stress,,
2026-02-18,FAC-B-CC-001,CTB-RTL-002,300000,300000,302362.46,-2362.46,100.8,Y,30,,Revolving / stress,,
2026-02-19,FAC-B-CC-001,CTB-RTL-002,300000,300000,287467.56,12532.44,95.8,N,30,,Revolving / stress,,
2026-02-20,FAC-B-CC-001,CTB-RTL-002,300000,300000,288862.23,11137.77,96.3,N,30,,Revolving / stress,,
2026-02-21,FAC-B-CC-001,CTB-RTL-002,300000,300000,291472.95,8527.05,97.2,N,30,,Revolving / stress,,
2026-02-22,FAC-B-CC-001,CTB-RTL-002,300000,300000,290446.08,9553.92,96.8,N,30,,Revolving / stress,,
2026-02-23,FAC-B-CC-001,CTB-RTL-002,300000,300000,285155.16,14844.84,95.1,N,30,,Revolving / stress,,
2026-02-24,FAC-B-CC-001,CTB-RTL-002,300000,300000,301239.12,-1239.12,100.4,Y,30,,Revolving / stress,,
2026-02-25,FAC-B-CC-001,CTB-RTL-002,300000,300000,297988.12,2011.88,99.3,N,30,,Revolving / stress,,
2026-02-26,FAC-B-CC-001,CTB-RTL-002,300000,300000,302652.92,-2652.92,100.9,Y,30,,Revolving / stress,,
2026-02-27,FAC-B-CC-001,CTB-RTL-002,300000,300000,289274.59,10725.41,96.4,N,30,,Revolving / stress,,
2026-02-28,FAC-B-CC-001,CTB-RTL-002,300000,300000,291016.89,8983.11,97.0,N,30,Y,Revolving / stress,,
2026-03-01,FAC-B-CC-001,CTB-RTL-002,300000,300000,290609.98,9390.02,96.9,N,30,,Revolving / stress,,
2026-03-02,FAC-B-CC-001,CTB-RTL-002,300000,300000,303425.84,-3425.84,101.1,Y,30,,Revolving / stress,,
2026-03-03,FAC-B-CC-001,CTB-RTL-002,300000,300000,289476.21,10523.79,96.5,N,30,,Revolving / stress,,
2026-03-04,FAC-B-CC-001,CTB-RTL-002,300000,300000,289396.51,10603.49,96.5,N,30,,Revolving / stress,,
2026-03-05,FAC-B-CC-001,CTB-RTL-002,300000,300000,304562.89,-4562.89,101.5,Y,30,,Revolving / stress,,
2026-03-06,FAC-B-CC-001,CTB-RTL-002,300000,300000,305380.69,-5380.69,101.8,Y,30,,Revolving / stress,,
2026-03-07,FAC-B-CC-001,CTB-RTL-002,300000,300000,299560.87,439.13,99.9,N,30,,Revolving / stress,,
2026-03-08,FAC-B-CC-001,CTB-RTL-002,300000,300000,284533.34,15466.66,94.8,N,30,,Revolving / stress,,
2026-03-09,FAC-B-CC-001,CTB-RTL-002,300000,300000,285860.84,14139.16,95.3,N,30,,Revolving / stress,,
2026-03-10,FAC-B-CC-001,CTB-RTL-002,300000,300000,290261.26,9738.74,96.8,N,30,,Revolving / stress,,
2026-03-11,FAC-B-CC-001,CTB-RTL-002,300000,300000,299614.86,385.14,99.9,N,30,,Revolving / stress,,
2026-03-12,FAC-B-CC-001,CTB-RTL-002,300000,300000,306762.69,-6762.69,102.3,Y,30,,Revolving / stress,,
2026-03-13,FAC-B-CC-001,CTB-RTL-002,300000,300000,288646.21,11353.79,96.2,N,30,,Revolving / stress,,
2026-03-14,FAC-B-CC-001,CTB-RTL-002,300000,300000,283090.49,16909.51,94.4,N,30,,Revolving / stress,,
2026-03-15,FAC-B-CC-001,CTB-RTL-002,300000,300000,296122.24,3877.76,98.7,N,30,,Revolving / stress,,
2026-03-16,FAC-B-CC-001,CTB-RTL-002,300000,300000,308953.88,-8953.88,103.0,Y,30,,Revolving / stress,,
2026-03-17,FAC-B-CC-001,CTB-RTL-002,300000,300000,297682.06,2317.94,99.2,N,30,,Revolving / stress,,
2026-03-18,FAC-B-CC-001,CTB-RTL-002,300000,300000,282055.39,17944.61,94.0,N,30,,Revolving / stress,,
2026-03-19,FAC-B-CC-001,CTB-RTL-002,300000,300000,288755.02,11244.98,96.3,N,30,,Revolving / stress,,
2026-03-20,FAC-B-CC-001,CTB-RTL-002,300000,300000,299474.48,525.52,99.8,N,30,,Revolving / stress,,
2026-03-21,FAC-B-CC-001,CTB-RTL-002,300000,300000,310138.88,-10138.88,103.4,Y,30,,Revolving / stress,,
2026-03-22,FAC-B-CC-001,CTB-RTL-002,300000,300000,294558.71,5441.29,98.2,N,30,,Revolving / stress,,
2026-03-23,FAC-B-CC-001,CTB-RTL-002,300000,300000,287407.95,12592.05,95.8,N,30,,Revolving / stress,,
2026-03-24,FAC-B-CC-001,CTB-RTL-002,300000,300000,294770.93,5229.07,98.3,N,30,,Revolving / stress,,
2026-03-25,FAC-B-CC-001,CTB-RTL-002,300000,300000,299421.79,578.21,99.8,N,30,,Revolving / stress,,
2026-03-26,FAC-B-CC-001,CTB-RTL-002,300000,300000,289375.82,10624.18,96.5,N,30,,Revolving / stress,,
2026-03-27,FAC-B-CC-001,CTB-RTL-002,300000,300000,313701.51,-13701.51,104.6,Y,30,,Revolving / stress,,
2026-03-28,FAC-B-CC-001,CTB-RTL-002,300000,300000,282930.53,17069.47,94.3,N,30,,Revolving / stress,,
2026-03-29,FAC-B-CC-001,CTB-RTL-002,300000,300000,301859.94,-1859.94,100.6,Y,30,,Revolving / stress,,
2026-03-30,FAC-B-CC-001,CTB-RTL-002,300000,300000,284804.02,15195.98,94.9,N,30,,Revolving / stress,,
2026-03-31,FAC-B-CC-001,CTB-RTL-002,300000,300000,306247.59,-6247.59,102.1,Y,30,Y,Revolving / stress,,
